sku,codigo_ean,produto,categoria,quantidade_disponivel,quantidade_reservada,estoque_minimo,corredor,nivel_prateleira,localizacao,status,fragil,lote,dimensoes_cm,peso_kg,fornecedor,data_entrada,data_ultima_movimentacao,custo_unitario,preco_venda
SKU-3131,7893773120586,Meia Cano Alto (par),Vestuario,284,52,50,E1,Nivel 3,E1-3,Disponivel,False,L2026263,20.9x24.7x24.0,13.65,Prime Supply Comercio,2026-03-03,2026-04-29,101.7,143.24
SKU-1983,7892024837440,Liquidificador 600W,Casa e Cozinha,136,9,50,A3,Nivel 2,A3-2,Reservado,True,L2026460,17.6x40.4x24.9,8.01,Distribuidora Vega Ltda,2026-05-06,2026-06-14,207.92,346.91
SKU-1457,7890313100947,Power Bank 20000mAh,Eletronicos,33,5,15,B1,Nivel 4 (Alto),B1-4,Disponivel,False,L2026356,57.9x16.5x10.2,8.93,Prime Supply Comercio,2026-04-04,2026-06-08,52.22,106.91
SKU-4728,7898947471792,Nivel de Bolha,Ferramentas,102,67,30,C3,Nivel 3,C3-3,Disponivel,False,L2026093,20.6x11.9x17.6,8.83,Metropolitana Atacado,2026-02-27,2026-03-26,462.84,806.37
SKU-2080,7893498529732,Conjunto de Potes Hermeticos,Casa e Cozinha,207,11,20,A3,Nivel 2,A3-2,Disponivel,True,L2026400,56.0x16.5x32.6,13.45,Global Trade Comercio Exterior,2025-11-10,2026-01-03,180.56,300.79
SKU-2951,7894014696136,Clips Metalico (cx 100un),Papelaria,206,4,50,C2,Nivel 2,C2-2,Em Conferencia,False,L2026008,22.7x7.1x30.5,6.1,Nortex Distribuicao,2025-11-27,2026-03-25,78.6,153.36
SKU-5429,7896583098366,Kit Palhetas Limpador de Para-brisa,Automotivo,335,38,25,E1,Nivel 1 (Solo),E1-1,Reservado,False,L2026551,48.4x21.8x17.7,13.46,Global Trade Comercio Exterior,2025-12-09,2026-04-13,182.2,385.62
SKU-1690,7894936999513,Pen Drive 128GB,Eletronicos,241,79,25,B1,Nivel 3,B1-3,Disponivel,False,L2026707,37.4x26.2x19.2,1.11,Prime Supply Comercio,2026-07-02,2026-07-18,173.88,360.1
SKU-3430,7893402073610,Jaqueta de Frio,Vestuario,159,40,25,B2,Nivel 1 (Solo),B2-1,Disponivel,True,L2026846,6.3x39.1x3.1,1.31,Nortex Distribuicao,2026-03-14,2026-07-12,242.94,475.41
SKU-1642,7895346060565,Repetidor de Sinal Wi-Fi,Eletronicos,98,47,10,D1,Nivel 2,D1-2,Disponivel,False,L2026248,36.1x22.5x36.9,8.41,Ponto Central Suprimentos,2026-01-03,2026-06-26,232.18,522.85
SKU-3393,7897562202170,Calca Moletom,Vestuario,276,72,20,F2,Nivel 2,F2-2,Disponivel,False,L2026759,12.9x14.8x21.1,0.45,Union Cargo Distribuidora,2026-02-19,2026-07-23,156.52,279.62
SKU-2954,7890363857433,Clips Metalico (cx 100un),Papelaria,309,12,15,F1,Nivel 1 (Solo),F1-1,Disponivel,False,L2026095,12.0x11.1x17.1,10.0,Fornecedora Horizonte Ltda,2026-01-15,2026-07-26,17.17,32.19
SKU-3903,7893733264084,Escova Alisadora,Higiene e Beleza,307,38,10,C3,Nivel 1 (Solo),C3-1,Disponivel,False,L2026978,53.0x15.0x26.4,1.83,Global Trade Comercio Exterior,2025-12-29,2026-06-21,15.37,25.08
SKU-4365,7893718349799,Bicicleta Infantil Aro 16,Brinquedos,76,19,30,A1,Nivel 1 (Solo),A1-1,Disponivel,False,L2026985,45.6x45.8x42.0,8.81,Comercio Atlas S.A.,2026-03-23,2026-04-05,261.92,446.04
SKU-4629,7897288551897,Trena a Laser,Ferramentas,334,41,20,F1,Nivel 1 (Solo),F1-1,Disponivel,True,L2026113,54.7x27.6x16.6,4.14,Comercio Atlas S.A.,2026-04-16,2026-07-03,135.77,204.99
SKU-3711,7893476964548,Kit Barbear,Higiene e Beleza,156,0,50,C3,Nivel 3,C3-3,Disponivel,False,L2026031,29.4x15.0x36.7,1.07,Metropolitana Atacado,2026-06-05,2026-07-07,107.18,197.15
SKU-5597,7893348460062,Extintor de Incendio Veicular,Automotivo,436,26,10,A1,Nivel 2,A1-2,Disponivel,True,L2026632,63.0x29.9x8.8,2.05,Importadora Bravo,2026-05-17,2026-05-24,202.56,386.54
SKU-5893,7893832750709,Dicionario Portugues-Ingles,Livros e Papelaria Tecnica,414,52,30,B2,Nivel 2,B2-2,Disponivel,False,L2026557,21.0x9.3x4.9,5.65,Global Trade Comercio Exterior,2026-02-04,2026-04-01,195.67,443.54
SKU-4096,7893440593897,Quebra-Cabeca 500 pecas,Brinquedos,120,31,30,B1,Nivel 4 (Alto),B1-4,Em Conferencia,False,L2026563,19.6x37.1x4.4,2.3,Prime Supply Comercio,2026-01-21,2026-03-17,235.65,467.8
SKU-2885,7892689947386,Grampeador de Mesa,Papelaria,428,78,25,D1,Nivel 2,D1-2,Disponivel,False,L2026831,8.9x47.1x16.7,0.68,Comercio Atlas S.A.,2026-01-22,2026-04-25,88.81,137.08
SKU-4658,7896229652211,Alicate Universal,Ferramentas,56,5,50,C1,Nivel 3,C1-3,Disponivel,False,L2026718,19.5x8.6x6.4,11.02,Fornecedora Horizonte Ltda,2026-01-06,2026-05-20,230.02,352.78
SKU-1390,7897642086560,Caixa de Som Bluetooth,Eletronicos,242,44,40,C1,Nivel 1 (Solo),C1-1,Reservado,True,L2026332,47.4x28.6x5.9,10.54,Prime Supply Comercio,2026-02-28,2026-05-17,138.41,308.23
SKU-3495,7897068382826,Tenis Esportivo,Vestuario,362,52,25,A1,Nivel 1 (Solo),A1-1,Disponivel,False,L2026675,34.4x14.5x29.6,5.76,Global Trade Comercio Exterior,2026-01-24,2026-07-27,288.81,661.09
SKU-4297,7893281595432,Boneca com Acessorios,Brinquedos,73,33,10,C2,Nivel 3,C2-3,Disponivel,False,L2026072,64.1x15.5x24.0,1.68,Global Trade Comercio Exterior,2026-07-11,2026-07-28,414.24,672.8
SKU-5546,7898218809798,Capa Protetora para Bancos,Automotivo,325,8,10,B1,Nivel 3,B1-3,Disponivel,False,L2026239,59.7x9.3x7.3,11.12,Distribuidora Vega Ltda,2026-05-11,2026-06-12,219.16,298.56
SKU-1846,7891969395787,Fonte Universal para Notebook,Eletronicos,183,23,25,E2,Nivel 1 (Solo),E2-1,Disponivel,False,L2026509,63.6x33.7x4.8,1.39,Comercio Atlas S.A.,2025-12-18,2026-06-23,12.64,19.09
SKU-1543,7894757494907,Webcam Full HD,Eletronicos,71,18,50,A1,Nivel 2,A1-2,Disponivel,True,L2026313,24.1x35.8x24.7,6.68,Union Cargo Distribuidora,2025-11-30,2026-04-25,272.24,552.13
SKU-1092,7899718707287,Fone de Ouvido Bluetooth,Eletronicos,233,72,25,C2,Nivel 2,C2-2,Disponivel,True,L2026353,50.0x29.9x3.8,9.82,Metropolitana Atacado,2026-01-09,2026-07-23,192.47,409.12
SKU-5829,7897142447618,Planner Anual,Livros e Papelaria Tecnica,447,59,25,B2,Nivel 2,B2-2,Disponivel,True,L2026413,16.5x32.1x36.3,0.45,Nortex Distribuicao,2026-02-27,2026-04-12,180.17,352.02
SKU-2980,7891280447127,Pasta Catalogo 50 Envelopes,Papelaria,287,25,10,A3,Nivel 3,A3-3,Reservado,False,L2026436,17.0x40.1x23.8,9.85,Union Cargo Distribuidora,2026-02-23,2026-04-05,150.4,250.15
SKU-5050,7894154479958,Racao para Caes Filhotes 10kg,Pet Shop,266,9,50,B3,Nivel 1 (Solo),B3-1,Disponivel,True,L2026926,36.4x45.5x5.9,2.77,Union Cargo Distribuidora,2026-06-14,2026-07-18,477.3,882.31
SKU-5199,7893556416721,Brinquedo Mordedor para Caes,Pet Shop,318,1,10,A2,Nivel 2,A2-2,Disponivel,True,L2026870,18.6x11.2x10.7,12.5,Nortex Distribuicao,2026-05-31,2026-07-22,270.62,500.27
SKU-4067,7894188368082,Desodorante Aerosol,Higiene e Beleza,421,67,30,C3,Nivel 1 (Solo),C3-1,Em Conferencia,False,L2026488,29.0x17.6x23.1,11.65,Global Trade Comercio Exterior,2026-02-13,2026-06-09,83.11,146.85
SKU-3530,7894198703224,Cinto de Couro Sintetico,Vestuario,28,23,20,D1,Nivel 2,D1-2,Disponivel,False,L2026359,21.2x17.5x16.8,10.18,Ponto Central Suprimentos,2026-05-15,2026-07-09,80.59,183.27
SKU-2677,7897902940373,Estojo Duplo,Papelaria,111,44,20,B1,Nivel 1 (Solo),B1-1,Disponivel,False,L2026425,26.2x41.4x19.9,6.35,Comercio Atlas S.A.,2026-01-26,2026-06-07,77.92,123.77
SKU-2049,7895892584904,Air Fryer 6L,Casa e Cozinha,97,39,25,B1,Nivel 1 (Solo),B1-1,Disponivel,True,L2026979,37.4x24.8x26.4,13.28,Ponto Central Suprimentos,2026-02-19,2026-04-07,320.53,576.19
SKU-2961,7890225255315,Pasta Catalogo 50 Envelopes,Papelaria,130,11,15,A3,Nivel 2,A3-2,Disponivel,True,L2026398,60.6x26.1x12.6,3.5,Union Cargo Distribuidora,2026-02-24,2026-07-21,435.96,732.02
SKU-3531,7894727879246,Cinto de Couro Sintetico,Vestuario,408,56,20,E1,Nivel 1 (Solo),E1-1,Reservado,False,L2026592,30.1x21.9x17.5,10.45,Importadora Bravo,2025-11-19,2026-01-01,40.09,66.0
SKU-3938,7896177237973,Sabonete Liquido 250ml,Higiene e Beleza,117,4,50,A1,Nivel 3,A1-3,Disponivel,False,L2026866,9.3x34.0x8.4,7.4,Fornecedora Horizonte Ltda,2025-11-25,2026-06-01,389.5,597.87
SKU-1238,7899501455616,Mouse sem Fio,Eletronicos,218,70,50,C2,Nivel 2,C2-2,Disponivel,True,L2026586,30.4x14.0x10.4,10.23,Metropolitana Atacado,2026-06-12,2026-06-14,413.08,686.85
SKU-4135,7897034116387,Boneco de Acao Articulado,Brinquedos,37,2,25,C3,Nivel 2,C3-2,Disponivel,False,L2026570,61.0x32.3x36.6,0.36,Global Trade Comercio Exterior,2026-06-30,2026-07-25,180.82,303.05
SKU-4685,7892196346108,Alicate Universal,Ferramentas,341,69,40,B3,Nivel 4 (Alto),B3-4,Reservado,False,L2026037,61.2x48.0x34.2,4.52,Prime Supply Comercio,2026-07-07,2026-07-14,259.66,579.81
SKU-2134,7893827777117,Sanduicheira,Casa e Cozinha,256,37,50,A3,Nivel 1 (Solo),A3-1,Disponivel,True,L2026085,52.0x7.6x19.7,2.09,Distribuidora Vega Ltda,2026-01-27,2026-03-21,442.65,681.02
SKU-2806,7899039092000,Calculadora Cientifica,Papelaria,432,50,20,E2,Nivel 1 (Solo),E2-1,Disponivel,False,L2026669,61.2x26.2x22.5,6.31,Metropolitana Atacado,2026-03-12,2026-07-27,305.07,697.3
SKU-5253,7898071956059,Guia Retratil,Pet Shop,261,46,15,E1,Nivel 3,E1-3,Em Conferencia,False,L2026419,47.2x45.6x31.9,12.92,Metropolitana Atacado,2026-06-06,2026-07-07,159.12,293.11
SKU-1164,7891143744707,Carregador Portatil,Eletronicos,416,22,10,F1,Nivel 2,F1-2,Reservado,True,L2026142,12.8x41.6x37.6,9.3,Importadora Bravo,2026-04-12,2026-04-17,326.14,572.28
SKU-4689,7892824874324,Nivel a Laser,Ferramentas,211,21,15,D1,Nivel 2,D1-2,Em Conferencia,True,L2026915,11.0x46.0x13.0,11.7,Fornecedora Horizonte Ltda,2026-04-24,2026-05-13,300.95,590.64
SKU-5835,7896299039486,Livro Infantil Ilustrado,Livros e Papelaria Tecnica,49,10,10,D1,Nivel 4 (Alto),D1-4,Disponivel,False,L2026548,13.6x6.9x15.5,5.18,Nortex Distribuicao,2025-12-08,2026-04-11,124.45,264.94
SKU-4530,7894970383415,Furadeira de Impacto 750W,Ferramentas,122,8,10,A2,Nivel 3,A2-3,Reservado,False,L2026484,9.2x28.2x2.5,7.13,Prime Supply Comercio,2026-04-13,2026-05-27,362.09,785.56
SKU-4790,7894844171544,Serra Tico-Tico,Ferramentas,466,24,20,C1,Nivel 1 (Solo),C1-1,Reservado,False,L2026851,17.2x18.5x11.5,13.38,Nortex Distribuicao,2026-02-27,2026-02-27,16.92,34.13
SKU-4382,7899897639164,Carrinho de Controle Remoto,Brinquedos,24,15,10,B2,Nivel 1 (Solo),B2-1,Disponivel,False,L2026357,7.6x43.4x15.9,0.78,Fornecedora Horizonte Ltda,2026-01-17,2026-04-12,159.13,299.18
SKU-4842,7890770214744,Parafusadeira a Bateria,Ferramentas,184,40,50,F2,Nivel 1 (Solo),F2-1,Reservado,False,L2026578,14.3x39.4x28.3,3.18,Metropolitana Atacado,2026-01-28,2026-05-20,357.02,697.2
SKU-3002,7895758427680,Regua 30cm,Papelaria,432,11,25,A3,Nivel 4 (Alto),A3-4,Disponivel,False,L2026159,54.9x23.7x35.7,0.33,Metropolitana Atacado,2026-03-21,2026-06-08,386.86,605.39
SKU-2812,7897199457400,Calculadora Simples,Papelaria,390,14,20,D2,Nivel 3,D2-3,Disponivel,False,L2026790,6.7x41.2x32.3,6.2,Nortex Distribuicao,2026-07-06,2026-07-11,39.03,85.91
SKU-4289,7898651436469,Boneca com Acessorios,Brinquedos,291,48,15,D1,Nivel 1 (Solo),D1-1,Disponivel,False,L2026192,40.8x38.6x8.7,13.5,Metropolitana Atacado,2026-04-16,2026-06-19,345.8,526.01
SKU-4652,7897122302531,Alicate Universal,Ferramentas,6,0,40,E2,Nivel 2,E2-2,Baixo Estoque,False,L2026062,38.3x47.7x12.8,12.74,Comercio Atlas S.A.,2026-06-04,2026-07-14,387.12,627.34
SKU-2429,7897671499867,Forma de Silicone para Bolo,Casa e Cozinha,72,71,15,E1,Nivel 1 (Solo),E1-1,Disponivel,False,L2026106,16.9x11.3x20.8,4.59,Prime Supply Comercio,2025-11-28,2026-01-22,4.46,8.26
SKU-4818,7893524624707,Serra Tico-Tico,Ferramentas,34,4,15,E2,Nivel 3,E2-3,Disponivel,False,L2026911,38.2x38.8x11.6,10.15,Prime Supply Comercio,2026-06-29,2026-07-24,161.7,353.36
SKU-4047,7897506368535,Desodorante Aerosol,Higiene e Beleza,319,23,30,E1,Nivel 2,E1-2,Disponivel,True,L2026373,19.7x47.3x5.2,1.96,Fornecedora Horizonte Ltda,2026-04-08,2026-05-15,314.47,698.08
SKU-4774,7893045047443,Serra Circular Portatil,Ferramentas,422,33,15,B1,Nivel 4 (Alto),B1-4,Disponivel,False,L2026215,48.9x5.6x21.6,5.88,Global Trade Comercio Exterior,2025-12-23,2025-12-31,117.43,158.78
SKU-5579,7890018710915,Kit Ferramentas Automotivas,Automotivo,324,53,15,C2,Nivel 4 (Alto),C2-4,Disponivel,False,L2026101,47.0x13.2x5.4,8.05,Prime Supply Comercio,2026-06-25,2026-07-21,268.65,404.92
SKU-5772,7899062514593,Revista em Quadrinhos (edicao especial),Livros e Papelaria Tecnica,378,3,15,C3,Nivel 2,C3-2,Disponivel,True,L2026036,15.4x11.4x4.9,1.91,Metropolitana Atacado,2025-11-16,2025-12-22,326.61,606.76
SKU-3978,7895776061255,Protetor Solar FPS 50,Higiene e Beleza,248,33,10,A3,Nivel 1 (Solo),A3-1,Disponivel,False,L2026984,37.7x27.0x24.5,7.96,Nortex Distribuicao,2026-07-06,2026-07-11,152.12,349.14
SKU-2453,7895313184560,Forma de Silicone para Bolo,Casa e Cozinha,168,78,10,D1,Nivel 2,D1-2,Em Conferencia,False,L2026151,48.8x35.6x2.3,12.9,Prime Supply Comercio,2026-05-01,2026-05-05,75.12,112.08
SKU-1594,7896643749061,Roteador Wi-Fi Dual Band,Eletronicos,356,57,10,E1,Nivel 2,E1-2,Disponivel,False,L2026263,34.8x12.9x15.1,13.38,Fornecedora Horizonte Ltda,2026-06-25,2026-07-21,58.87,129.93
SKU-3726,7899693375792,Hidratante Corporal 200ml,Higiene e Beleza,24,6,40,B3,Nivel 3,B3-3,Baixo Estoque,False,L2026356,31.3x29.6x22.8,0.14,Global Trade Comercio Exterior,2025-11-10,2026-07-20,255.89,345.69
SKU-1042,7892219693790,Cabo HDMI 2m,Eletronicos,118,59,15,C2,Nivel 3,C2-3,Disponivel,False,L2026602,23.0x28.5x5.0,4.22,Fornecedora Horizonte Ltda,2026-01-24,2026-07-26,431.88,773.92
SKU-1561,7898981231796,Webcam Full HD,Eletronicos,383,40,20,B1,Nivel 1 (Solo),B1-1,Disponivel,True,L2026823,12.6x24.6x2.3,5.91,Comercio Atlas S.A.,2025-12-21,2026-03-21,175.29,279.15
SKU-4102,7896981053400,Quebra-Cabeca 1000 pecas,Brinquedos,113,37,20,B2,Nivel 2,B2-2,Disponivel,True,L2026743,18.5x34.5x4.6,8.73,Nortex Distribuicao,2025-11-26,2025-12-30,308.77,653.75
SKU-4215,7894021698062,Jogo de Tabuleiro Familia,Brinquedos,35,14,30,C1,Nivel 2,C1-2,Disponivel,False,L2026440,14.4x34.5x19.3,4.7,Fornecedora Horizonte Ltda,2026-01-19,2026-01-27,466.27,1010.65
SKU-1244,7897681040912,Mouse Gamer,Eletronicos,239,5,20,E2,Nivel 3,E2-3,Disponivel,False,L2026792,18.4x13.6x13.5,6.2,Comercio Atlas S.A.,2026-07-08,2026-07-10,365.04,714.35
SKU-2340,7890317489031,Jogo de Copos de Vidro,Casa e Cozinha,130,45,10,C3,Nivel 1 (Solo),C3-1,Reservado,True,L2026864,38.1x7.9x37.6,4.37,Importadora Bravo,2026-01-14,2026-01-15,286.27,418.48
SKU-5303,7891478415235,Shampoo para Pets 500ml,Pet Shop,259,70,20,C3,Nivel 1 (Solo),C3-1,Disponivel,False,L2026542,17.7x10.6x12.3,6.63,Distribuidora Vega Ltda,2026-01-11,2026-01-31,400.9,847.48
SKU-4130,7893978514128,Quebra-Cabeca 1000 pecas,Brinquedos,431,8,10,D1,Nivel 1 (Solo),D1-1,Disponivel,False,L2026788,30.6x18.7x29.1,9.01,Ponto Central Suprimentos,2026-04-06,2026-05-26,455.78,714.94
SKU-5821,7891684473142,Planner Anual,Livros e Papelaria Tecnica,443,71,25,E2,Nivel 3,E2-3,Reservado,False,L2026363,16.3x6.1x20.1,2.05,Distribuidora Vega Ltda,2026-03-08,2026-07-15,208.47,364.54
SKU-2443,7893717758851,Forma de Silicone para Bolo,Casa e Cozinha,79,57,25,A1,Nivel 2,A1-2,Disponivel,False,L2026135,61.9x12.8x18.6,10.11,Nortex Distribuicao,2026-04-02,2026-07-15,36.51,81.13
SKU-1262,7894707200640,Mouse Gamer,Eletronicos,358,42,15,D1,Nivel 1 (Solo),D1-1,Em Conferencia,False,L2026394,48.9x39.9x4.8,13.36,Union Cargo Distribuidora,2026-03-04,2026-03-25,231.59,401.51
SKU-4434,7892182571576,Kit Blocos de Montar,Brinquedos,118,15,25,B3,Nivel 2,B3-2,Em Conferencia,False,L2026833,51.5x33.2x3.7,11.99,Ponto Central Suprimentos,2025-12-22,2026-04-16,111.98,198.49
SKU-2690,7890628951340,Estojo Duplo,Papelaria,331,27,10,F1,Nivel 4 (Alto),F1-4,Disponivel,False,L2026202,45.5x33.1x2.9,5.73,Importadora Bravo,2026-02-23,2026-06-03,258.07,418.7
SKU-2726,7894758783710,Marcador de Texto (kit 6un),Papelaria,429,41,10,D1,Nivel 2,D1-2,Disponivel,False,L2026200,31.4x39.7x20.4,10.02,Distribuidora Vega Ltda,2026-04-14,2026-05-07,343.84,482.2
SKU-2204,7894689633184,Filtro de Agua de Bancada,Casa e Cozinha,345,19,10,B3,Nivel 2,B3-2,Disponivel,True,L2026859,49.8x7.1x37.3,1.78,Union Cargo Distribuidora,2026-01-21,2026-04-12,46.26,93.83
SKU-1835,7890817852212,Fonte Universal para Notebook,Eletronicos,188,70,10,F2,Nivel 3,F2-3,Disponivel,False,L2026518,44.8x36.8x9.0,11.18,Ponto Central Suprimentos,2026-04-23,2026-07-08,103.54,220.01
SKU-2867,7897118004500,Papel Sulfite A4 (resma),Papelaria,457,40,10,F2,Nivel 1 (Solo),F2-1,Disponivel,False,L2026060,63.1x43.5x38.8,11.64,Importadora Bravo,2026-01-13,2026-06-30,276.36,459.19
SKU-3497,7896440314820,Tenis Esportivo,Vestuario,61,9,15,B2,Nivel 3,B2-3,Disponivel,False,L2026830,26.5x18.8x11.1,13.57,Metropolitana Atacado,2025-11-12,2025-11-18,89.94,197.44
SKU-4663,7894142939914,Alicate Universal,Ferramentas,293,53,10,F1,Nivel 3,F1-3,Disponivel,False,L2026463,20.1x20.7x19.1,10.5,Distribuidora Vega Ltda,2026-05-27,2026-06-02,57.69,125.1
SKU-3011,7892839783017,Regua 30cm,Papelaria,308,71,30,B3,Nivel 3,B3-3,Disponivel,False,L2026162,7.0x24.4x13.7,9.39,Fornecedora Horizonte Ltda,2026-04-01,2026-04-23,381.69,766.14
SKU-4568,7898934576493,Kit Chaves de Fenda (12pc),Ferramentas,226,64,20,F2,Nivel 2,F2-2,Disponivel,False,L2026708,49.0x32.2x5.3,10.25,Fornecedora Horizonte Ltda,2026-02-05,2026-06-19,187.97,387.97
SKU-1341,7892496718322,Hub USB,Eletronicos,276,21,20,C3,Nivel 4 (Alto),C3-4,Reservado,False,L2026001,33.4x40.7x13.6,0.89,Union Cargo Distribuidora,2025-11-22,2026-03-08,219.03,295.9
SKU-4929,7891639931970,Martelo Unha 25mm,Ferramentas,477,28,15,D2,Nivel 4 (Alto),D2-4,Disponivel,False,L2026938,46.9x17.9x9.5,9.17,Prime Supply Comercio,2026-03-05,2026-05-28,300.81,547.01
SKU-2602,7899586417820,Caneta Marca-Texto (kit 4un),Papelaria,349,49,20,E1,Nivel 1 (Solo),E1-1,Em Conferencia,False,L2026435,51.7x44.4x19.3,13.08,Ponto Central Suprimentos,2026-02-10,2026-02-21,360.99,827.94
SKU-3797,7890712534619,Chapinha Modeladora,Higiene e Beleza,166,42,10,A3,Nivel 2,A3-2,Disponivel,True,L2026117,39.0x34.2x9.4,5.1,Comercio Atlas S.A.,2026-02-02,2026-07-21,380.56,856.35
SKU-5864,7898126180798,Livro Infantil Ilustrado,Livros e Papelaria Tecnica,440,5,10,B2,Nivel 3,B2-3,Disponivel,False,L2026802,59.1x9.6x19.4,9.22,Nortex Distribuicao,2026-06-16,2026-06-17,18.95,33.74
SKU-5819,7894474486896,Planner Anual,Livros e Papelaria Tecnica,216,70,40,F1,Nivel 2,F1-2,Disponivel,False,L2026519,13.1x13.3x38.4,7.78,Ponto Central Suprimentos,2026-02-17,2026-06-22,189.61,415.8
SKU-1481,7897111483753,Smartwatch Esportivo,Eletronicos,112,56,50,B3,Nivel 2,B3-2,Disponivel,True,L2026355,24.8x28.3x6.2,12.61,Prime Supply Comercio,2025-12-03,2026-02-11,120.24,264.33
SKU-5634,7893532565894,Suporte Veicular para Celular,Automotivo,109,15,30,B1,Nivel 1 (Solo),B1-1,Disponivel,False,L2026694,49.9x14.7x14.1,12.22,Distribuidora Vega Ltda,2026-02-12,2026-07-27,39.66,77.06
SKU-4791,7897269951913,Serra Tico-Tico,Ferramentas,95,1,15,B3,Nivel 2,B3-2,Disponivel,False,L2026644,37.3x27.2x12.5,6.49,Ponto Central Suprimentos,2025-12-30,2026-03-25,128.74,294.97
SKU-2524,7891956964606,Caderno Universitario 200fls,Papelaria,230,25,25,D1,Nivel 3,D1-3,Disponivel,False,L2026836,64.4x40.1x8.0,12.63,Comercio Atlas S.A.,2026-04-05,2026-04-30,383.92,768.44
SKU-4587,7894658547399,Trena 5m,Ferramentas,479,72,30,A1,Nivel 1 (Solo),A1-1,Disponivel,False,L2026528,61.0x11.1x9.2,11.92,Comercio Atlas S.A.,2026-03-26,2026-07-13,466.19,1052.03
SKU-5557,7897067910426,Kit Ferramentas Automotivas,Automotivo,404,41,30,E2,Nivel 4 (Alto),E2-4,Em Conferencia,False,L2026576,14.8x10.2x35.8,2.53,Distribuidora Vega Ltda,2026-02-06,2026-03-08,232.32,472.19
SKU-5760,7895088246210,Livro Tecnico de Programacao,Livros e Papelaria Tecnica,170,80,25,A1,Nivel 2,A1-2,Disponivel,False,L2026484,16.7x12.4x11.7,4.71,Comercio Atlas S.A.,2026-06-19,2026-07-24,265.0,545.23
SKU-5396,7893831615399,Oleo Lubrificante 5L,Automotivo,20,17,50,B1,Nivel 1 (Solo),B1-1,Baixo Estoque,False,L2026807,63.3x34.6x26.2,12.67,Prime Supply Comercio,2025-11-21,2026-06-17,388.86,601.55
SKU-1800,7891755851770,Adaptador USB-C para HDMI,Eletronicos,148,11,25,A3,Nivel 4 (Alto),A3-4,Disponivel,False,L2026288,11.7x33.9x35.4,1.33,Prime Supply Comercio,2026-04-29,2026-06-09,290.61,608.79
SKU-2767,7898293352875,Agenda Executiva,Papelaria,313,63,30,E1,Nivel 2,E1-2,Disponivel,False,L2026871,23.7x45.6x18.4,10.34,Ponto Central Suprimentos,2026-04-15,2026-04-17,434.99,855.4
SKU-5592,7890337336193,Extintor de Incendio Veicular,Automotivo,408,27,10,D2,Nivel 2,D2-2,Reservado,True,L2026600,12.9x25.6x10.7,12.38,Metropolitana Atacado,2026-06-13,2026-07-01,443.87,1007.43
SKU-3454,7897281570666,Tenis Casual Unissex,Vestuario,177,0,15,C1,Nivel 2,C1-2,Disponivel,False,L2026562,32.5x47.5x12.4,12.97,Importadora Bravo,2026-05-27,2026-07-27,147.16,290.85
SKU-4039,7898546413728,Desodorante Aerosol,Higiene e Beleza,392,71,50,A3,Nivel 2,A3-2,Disponivel,True,L2026623,30.0x14.8x18.9,4.48,Ponto Central Suprimentos,2026-05-21,2026-07-19,148.2,278.71
SKU-5032,7891067645401,Racao para Caes Adultos 15kg,Pet Shop,217,5,20,A3,Nivel 1 (Solo),A3-1,Em Conferencia,False,L2026408,32.1x11.6x23.5,4.61,Metropolitana Atacado,2025-11-16,2026-01-26,322.08,454.12
SKU-5162,7898631959032,Areia Sanitaria para Gatos 4kg,Pet Shop,254,74,20,A3,Nivel 2,A3-2,Disponivel,False,L2026267,40.0x43.1x7.3,12.49,Metropolitana Atacado,2026-05-06,2026-05-19,365.98,576.91
SKU-5801,7890314210652,Planner Anual,Livros e Papelaria Tecnica,396,79,15,D1,Nivel 1 (Solo),D1-1,Disponivel,False,L2026502,9.1x15.3x23.6,9.27,Global Trade Comercio Exterior,2026-04-21,2026-05-13,160.58,278.64
SKU-4888,7897962625784,Escada de Aluminio 5 Degraus,Ferramentas,249,52,30,C1,Nivel 2,C1-2,Disponivel,False,L2026965,45.1x29.0x5.1,2.01,Comercio Atlas S.A.,2026-02-18,2026-04-16,270.95,588.68
SKU-2272,7892805376427,Balanca de Cozinha Digital,Casa e Cozinha,170,3,20,F1,Nivel 2,F1-2,Disponivel,True,L2026740,29.4x34.2x3.7,8.28,Importadora Bravo,2026-02-23,2026-03-15,307.47,545.54
SKU-4254,7890340849789,Kit Massinha de Modelar,Brinquedos,115,15,20,A1,Nivel 2,A1-2,Disponivel,False,L2026104,20.4x31.0x37.1,9.59,Fornecedora Horizonte Ltda,2026-02-03,2026-04-03,306.79,484.71
SKU-5620,7897295393848,Extintor de Incendio Veicular,Automotivo,192,36,15,C3,Nivel 2,C3-2,Disponivel,True,L2026335,60.4x25.2x9.2,5.28,Nortex Distribuicao,2026-01-19,2026-02-22,42.87,70.11
SKU-4271,7893700951139,Boneca com Acessorios,Brinquedos,349,77,50,F2,Nivel 1 (Solo),F2-1,Reservado,False,L2026798,48.5x47.6x6.0,2.16,Comercio Atlas S.A.,2026-01-21,2026-06-11,403.21,604.13
SKU-5252,7890510511935,Guia Retratil,Pet Shop,384,36,10,B2,Nivel 1 (Solo),B2-1,Disponivel,False,L2026864,37.1x18.5x16.3,0.17,Prime Supply Comercio,2026-06-20,2026-07-05,244.36,359.5
